"id";"uri";"nome";"idLegislaturaInicial";"idLegislaturaFinal";"nomeCivil";"cpf";"siglaSexo";"urlRedeSocial";"urlWebsite";"dataNascimento";"dataFalecimento";"ufNascimento";"municipioNascimento";"urlFoto";"escolaridade"
"141498";"https://dadosabertos.camara.leg.br/api/v2/deputados/141498";"DR. UBIALI";"53";"54";"MARCO AURÉLIO UBIALI";"";"M";"";"";"1949-10-07";"";"SP";"Franca";"https://www.camara.leg.br/internet/deputado/bandep/141498.jpg";"Superior"
"166727";"https://dadosabertos.camara.leg.br/api/v2/deputados/166727";"DRA. ELAINE ABISSAMRA";"54";"54";"ELAINE APARECIDA BELLONI ABISSAMRA";"";"F";"";"";"1956-01-08";"";"SP";"São Caetano do Sul";"https://www.camara.leg.br/internet/deputado/bandep/166727.jpg";"Superior"
"161904";"https://dadosabertos.camara.leg.br/api/v2/deputados/161904";"DUDIMAR PAXIUBA";"54";"54";"JOÃO DUDIMAR DE AZEVEDO PAXIÚBA";"";"M";"";"";"1956-03-07";"";"PA";"Itaituba";"https://www.camara.leg.br/internet/deputado/bandep/161904.jpg";"Superior"
"177118";"https://dadosabertos.camara.leg.br/api/v2/deputados/177118";"DUDU LUIZ EDUARDO";"54";"54";"LUIZ EDUARDO FRANCISCO DA SILVA";"";"M";"";"";"1980-03-16";"";"RJ";"Petrópolis";"https://www.camara.leg.br/internet/deputado/bandep/177118.jpg";"Primário Incompleto"
"160616";"https://dadosabertos.camara.leg.br/api/v2/deputados/160616";"EDIVALDO HOLANDA JUNIOR";"54";"54";"EDIVALDO DE HOLANDA BRAGA JUNIOR";"";"M";"";"";"1978-07-01";"";"MA";"São Luís";"https://www.camara.leg.br/internet/deputado/bandep/160616.jpg";"Superior"
"74580";"https://dadosabertos.camara.leg.br/api/v2/deputados/74580";"EDMAR MOREIRA";"49";"54";"EDMAR BATISTA MOREIRA";"";"M";"";"";"1939-09-25";"2023-03-17";"MG";"São João Nepomuceno";"https://www.camara.leg.br/internet/deputado/bandep/74580.jpg";"Superior"
"141418";"https://dadosabertos.camara.leg.br/api/v2/deputados/141418";"EDSON APARECIDO";"53";"54";"EDSON APARECIDO DOS SANTOS";"";"M";"";"";"1957-09-15";"";"SP";"São Paulo";"https://www.camara.leg.br/internet/deputado/bandep/141418.jpg";"Superior"
"74838";"https://dadosabertos.camara.leg.br/api/v2/deputados/74838";"EDSON EZEQUIEL";"50";"54";"EDSON EZEQUIEL DE MATOS";"";"M";"";"";"1945-07-13";"";"PE";"Recife";"https://www.camara.leg.br/internet/deputado/bandep/74838.jpg";"Superior"
"160618";"https://dadosabertos.camara.leg.br/api/v2/deputados/160618";"EDSON PIMENTA";"54";"54";"EDSON SAMPAIO PIMENTA";"";"M";"";"";"1963-12-11";"";"BA";"Esplanada";"https://www.camara.leg.br/internet/deputado/bandep/160618.jpg";"Ensino Médio"
"141419";"https://dadosabertos.camara.leg.br/api/v2/deputados/141419";"EDSON SANTOS";"53";"54";"EDSON SANTOS DE SOUZA";"";"M";"";"";"1954-07-21";"";"RJ";"Rio de Janeiro";"https://www.camara.leg.br/internet/deputado/bandep/141419.jpg";"Superior"
"74106";"https://dadosabertos.camara.leg.br/api/v2/deputados/74106";"EDSON SILVA";"49";"54";"EDSON SILVA";"";"M";"";"";"1949-05-09";"";"CE";"Fortaleza";"https://www.camara.leg.br/internet/deputado/bandep/74106.jpg";"Superior"
"160647";"https://dadosabertos.camara.leg.br/api/v2/deputados/160647";"EDUARDO AZEREDO";"54";"54";"EDUARDO BRANDÃO DE AZEREDO";"";"M";"";"";"1948-09-09";"";"MG";"Belo Horizonte";"https://www.camara.leg.br/internet/deputado/bandep/160647.jpg";"Superior"
"73945";"https://dadosabertos.camara.leg.br/api/v2/deputados/73945";"EDUARDO GOMES";"52";"54";"CARLOS EDUARDO TORRES GOMES";"";"M";"";"";"1966-04-28";"";"SE";"Estância";"https://www.camara.leg.br/internet/deputado/bandep/73945.jpg";"Superior Incompleto"
"74382";"https://dadosabertos.camara.leg.br/api/v2/deputados/74382";"EDUARDO SCIARRA";"52";"54";"EDUARDO FRANCISCO SCIARRA";"";"M";"";"";"1952-10-05";"";"PR";"Londrina";"https://www.camara.leg.br/internet/deputado/bandep/74382.jpg";"Superior"
"162175";"https://dadosabertos.camara.leg.br/api/v2/deputados/162175";"ELIANE ROLIM";"54";"54";"ELIANE PONTES ROLIM";"";"F";"";"";"1964-02-10";"";"RJ";"Rio de Janeiro";"https://www.camara.leg.br/internet/deputado/bandep/162175.jpg";"Superior Incompleto"
"141423";"https://dadosabertos.camara.leg.br/api/v2/deputados/141423";"ELIENE LIMA";"53";"54";"ELIENE JOSÉ DE LIMA";"";"M";"";"";"1955-09-09";"";"MG";"Tiros";"https://www.camara.leg.br/internet/deputado/bandep/141423.jpg";"Superior"
"73892";"https://dadosabertos.camara.leg.br/api/v2/deputados/73892";"ELISEU PADILHA";"50";"54";"ELISEU LEMOS PADILHA";"";"M";"";"";"1945-12-23";"2023-03-13";"RS";"Canela";"https://www.camara.leg.br/internet/deputado/bandep/73892.jpg";"Superior"
"74119";"https://dadosabertos.camara.leg.br/api/v2/deputados/74119";"EMANUEL FERNANDES";"50";"54";"EMANUEL FERNANDES";"";"M";"";"";"1956-03-06";"";"SP";"Valentim Gentil";"https://www.camara.leg.br/internet/deputado/bandep/74119.jpg";"Superior"
"154997";"https://dadosabertos.camara.leg.br/api/v2/deputados/154997";"EMILIANO JOSÉ";"53";"54";"EMILIANO JOSÉ DA SILVA FILHO";"";"M";"";"";"1946-02-05";"";"SP";"Jacareí";"https://www.camara.leg.br/internet/deputado/bandep/154997.jpg";"Superior"
"73893";"https://dadosabertos.camara.leg.br/api/v2/deputados/73893";"ENIO BACCI";"50";"54";"ENIO EGON BERGMANN BACCI";"";"M";"";"";"1958-09-19";"";"RS";"Lajeado";"https://www.camara.leg.br/internet/deputado/bandep/73893.jpg";"Superior"
"141386";"https://dadosabertos.camara.leg.br/api/v2/deputados/141386";"EUDES XAVIER";"53";"54";"ANTÔNIO EUDES XAVIER";"";"M";"";"";"1964-09-11";"";"CE";"Fortaleza";"https://www.camara.leg.br/internet/deputado/bandep/141386.jpg";"Superior Incompleto"
"171621";"https://dadosabertos.camara.leg.br/api/v2/deputados/171621";"EURICO JÚNIOR";"54";"54";"EURICO PINHEIRO BERNARDES JUNIOR";"";"M";"";"";"1959-01-18";"";"RJ";"Vassouras";"https://www.camara.leg.br/internet/deputado/bandep/171621.jpg";"Superior"
"74345";"https://dadosabertos.camara.leg.br/api/v2/deputados/74345";"EVANDRO MILHOMEN";"51";"54";"EVANDRO COSTA MILHOMEN";"";"M";"";"";"1962-04-21";"";"AP";"Macapá";"https://www.camara.leg.br/internet/deputado/bandep/74345.jpg";"Superior"
"74062";"https://dadosabertos.camara.leg.br/api/v2/deputados/74062";"FÁBIO SOUTO";"52";"54";"FÁBIO LOUREIRO SOUTO";"";"M";"";"";"1973-01-18";"";"BA";"Salvador";"https://www.camara.leg.br/internet/deputado/bandep/74062.jpg";"Superior"
"74037";"https://dadosabertos.camara.leg.br/api/v2/deputados/74037";"FÁTIMA BEZERRA";"52";"54";"MARIA DE FÁTIMA BEZERRA";"";"F";"";"";"1955-05-19";"";"PB";"Nova Palmeira";"https://www.camara.leg.br/internet/deputado/bandep/74037.jpg";"Superior"
"74417";"https://dadosabertos.camara.leg.br/api/v2/deputados/74417";"FERNANDO FERRO";"50";"54";"FERNANDO DANTAS FERRO";"";"M";"";"";"1951-09-05";"";"PE";"Bom Conselho";"https://www.camara.leg.br/internet/deputado/bandep/74417.jpg";"Superior"
"74843";"https://dadosabertos.camara.leg.br/api/v2/deputados/74843";"FERNANDO LOPES";"49";"54";"FERNANDO LOPES DE ALMEIDA";"";"M";"";"";"1946-12-03";"";"RJ";"Rio de Janeiro";"https://www.camara.leg.br/internet/deputado/bandep/74843.jpg";"Superior"
"179383";"https://dadosabertos.camara.leg.br/api/v2/deputados/179383";"FERNANDO ZACHIA";"54";"54";"LUIZ FERNANDO SALVADORI ZÁCHIA";"";"M";"";"";"1955-11-21";"";"RS";"Porto Alegre";"https://www.camara.leg.br/internet/deputado/bandep/179383.jpg";"Superior"
"141433";"https://dadosabertos.camara.leg.br/api/v2/deputados/141433";"FILIPE PEREIRA";"53";"54";"FILIPE DE ALMEIDA PEREIRA";"";"M";"";"";"1983-11-16";"";"RJ";"Rio de Janeiro";"https://www.camara.leg.br/internet/deputado/bandep/141433.jpg";"Superior"
"165675";"https://dadosabertos.camara.leg.br/api/v2/deputados/165675";"FRANCISCO ARAÚJO";"54";"54";"FRANCISCO EVANGELISTA DOS SANTOS DE ARAUJO";"";"M";"";"";"1968-04-03";"";"MA";"Dom Pedro";"https://www.camara.leg.br/internet/deputado/bandep/165675.jpg";"Superior"
"172029";"https://dadosabertos.camara.leg.br/api/v2/deputados/172029";"FRANCISCO CHAGAS";"54";"54";"FRANCISCO DAS CHAGAS FRANCILINO";"";"M";"";"";"1956-04-21";"";"SE";"Riachuelo";"https://www.camara.leg.br/internet/deputado/bandep/172029.jpg";"Superior"
"178387";"https://dadosabertos.camara.leg.br/api/v2/deputados/178387";"FRANCISCO DE ASSIS";"54";"54";"FRANCISCO DE ASSIS NUNES";"";"M";"";"";"1962-09-08";"";"SC";"Imaruí";"https://www.camara.leg.br/internet/deputado/bandep/178387.jpg";"Superior"
"137983";"https://dadosabertos.camara.leg.br/api/v2/deputados/137983";"FRANCISCO ESCÓRCIO";"52";"54";"FRANCISCO LUIZ ESCÓRCIO LIMA";"";"M";"";"";"1949-07-18";"";"MA";"São Luís";"https://www.camara.leg.br/internet/deputado/bandep/137983.jpg";"Superior Incompleto"
"141438";"https://dadosabertos.camara.leg.br/api/v2/deputados/141438";"FRANCISCO PRACIANO";"53";"54";"FRANCISCO EDNALDO PRACIANO";"";"M";"";"";"1952-02-18";"";"CE";"Itapipoca";"https://www.camara.leg.br/internet/deputado/bandep/141438.jpg";"Superior"
"141467";"https://dadosabertos.camara.leg.br/api/v2/deputados/141467";"FRANCISCO TENÓRIO";"53";"54";"JOSÉ FRANCISCO CERQUEIRA TENÓRIO";"";"M";"";"";"1963-02-17";"";"AL";"Chã Preta";"https://www.camara.leg.br/internet/deputado/bandep/141467.jpg";"Superior"
"160537";"https://dadosabertos.camara.leg.br/api/v2/deputados/160537";"GABRIEL CHALITA";"54";"54";"GABRIEL BENEDITO ISSAAC CHALITA";"";"M";"";"";"1969-04-30";"";"SP";"Cachoeira Paulista";"https://www.camara.leg.br/internet/deputado/bandep/160537.jpg";"Doutorado"
"165429";"https://dadosabertos.camara.leg.br/api/v2/deputados/165429";"GEAN LOUREIRO";"54";"54";"GEAN MARQUES LOUREIRO";"";"M";"";"";"1972-10-09";"";"SC";"Florianópolis";"https://www.camara.leg.br/internet/deputado/bandep/165429.jpg";"Doutorado Incompleto"
"145895";"https://dadosabertos.camara.leg.br/api/v2/deputados/145895";"GERA ARRUDA";"54";"54";"JOSÉ GERARDO CORRÊA DE ARRUDA";"";"M";"";"";"1989-03-10";"";"CE";"Fortaleza";"https://www.camara.leg.br/internet/deputado/bandep/145895.jpg";"Superior Incompleto"
"74566";"https://dadosabertos.camara.leg.br/api/v2/deputados/74566";"GERALDO SIMÕES";"51";"54";"GERALDO SIMÕES DE OLIVEIRA";"";"M";"";"";"1953-11-13";"";"BA";"Itabuna";"https://www.camara.leg.br/internet/deputado/bandep/74566.jpg";"Superior"
"74151";"https://dadosabertos.camara.leg.br/api/v2/deputados/74151";"GERALDO THADEU";"52";"54";"GERALDO THADEU PEDREIRA DOS SANTOS";"";"M";"";"";"1945-10-26";"";"MG";"Jacuí";"https://www.camara.leg.br/internet/deputado/bandep/74151.jpg";"Superior"
"179380";"https://dadosabertos.camara.leg.br/api/v2/deputados/179380";"GILBERTO COUTINHO";"54";"54";"GILBERTO COUTINHO FREIRE";"";"M";"";"";"1969-01-14";"";"SP";"São Paulo";"https://www.camara.leg.br/internet/deputado/bandep/179380.jpg";"Superior"
"74581";"https://dadosabertos.camara.leg.br/api/v2/deputados/74581";"GILMAR MACHADO";"51";"54";"GILMAR ALVES MACHADO";"";"M";"";"";"1961-11-06";"";"MG";"Cascalho Rico";"https://www.camara.leg.br/internet/deputado/bandep/74581.jpg";"Superior"
"160562";"https://dadosabertos.camara.leg.br/api/v2/deputados/160562";"GIROTO";"54";"54";"EDSON GIROTO";"";"M";"";"";"1959-09-23";"";"SP";"Oscar Bressane";"https://www.camara.leg.br/internet/deputado/bandep/160562.jpg";"Superior"
"141446";"https://dadosabertos.camara.leg.br/api/v2/deputados/141446";"GLADSON CAMELI";"53";"54";"GLADSON DE LIMA CAMELI";"";"M";"";"";"1978-03-26";"";"AC";"Cruzeiro do Sul";"https://www.camara.leg.br/internet/deputado/bandep/141446.jpg";"Superior"
"173802";"https://dadosabertos.camara.leg.br/api/v2/deputados/173802";"GOIACIARA CRUZ";"54";"54";"GOIACIARA TAVARES CRUZ";"";"F";"";"";"1954-10-07";"";"TO";"Cristalândia";"https://www.camara.leg.br/internet/deputado/bandep/173802.jpg";"Superior"
"141447";"https://dadosabertos.camara.leg.br/api/v2/deputados/141447";"GUILHERME CAMPOS";"53";"54";"GUILHERME CAMPOS JÚNIOR";"";"M";"http://www.facebook.com.br/depguilherme, http://www.twitter.com/depguilherme";"";"1962-11-20";"";"SP";"Campinas";"https://www.camara.leg.br/internet/deputado/bandep/141447.jpg";"Superior"
"176120";"https://dadosabertos.camara.leg.br/api/v2/deputados/176120";"GUSTAVO PETTA";"54";"54";"GUSTAVO LEMOS PETTA";"";"M";"";"";"1980-12-26";"";"SP";"Campinas";"https://www.camara.leg.br/internet/deputado/bandep/176120.jpg";"Superior Incompleto"
"175737";"https://dadosabertos.camara.leg.br/api/v2/deputados/175737";"HELCIO SILVA";"54";"54";"HELCIO ANTONIO DA SILVA";"";"M";"";"";"1963-02-22";"";"MG";"Ubá";"https://www.camara.leg.br/internet/deputado/bandep/175737.jpg";"Superior"
"74053";"https://dadosabertos.camara.leg.br/api/v2/deputados/74053";"HELENO SILVA";"52";"54";"JOSÉ HELENO DA SILVA";"";"M";"";"";"1967-07-22";"";"SE";"Monte Alegre de Sergipe";"https://www.camara.leg.br/internet/deputado/bandep/74053.jpg";"Ensino Técnico"
"160590";"https://dadosabertos.camara.leg.br/api/v2/deputados/160590";"HÉLIO SANTOS";"54";"54";"HÉLIO BATISTA DOS SANTOS";"";"M";"";"";"1963-12-01";"";"MG";"Carlos Chagas";"https://www.camara.leg.br/internet/deputado/bandep/160590.jpg";"Secundário"
"73940";"https://dadosabertos.camara.leg.br/api/v2/deputados/73940";"HENRIQUE AFONSO";"52";"54";"HENRIQUE AFONSO SOARES LIMA";"";"M";"";"";"1964-12-03";"";"AC";"Cruzeiro do Sul";"https://www.camara.leg.br/internet/deputado/bandep/73940.jpg";"Superior"
"74324";"https://dadosabertos.camara.leg.br/api/v2/deputados/74324";"HENRIQUE EDUARDO ALVES";"44";"54";"HENRIQUE EDUARDO LYRA ALVES";"";"M";"";"";"1948-12-09";"";"RJ";"Rio de Janeiro";"https://www.camara.leg.br/internet/deputado/bandep/74324.jpg";"Superior"
"68731";"https://dadosabertos.camara.leg.br/api/v2/deputados/68731";"HENRIQUE OLIVEIRA";"54";"54";"JOSÉ HENRIQUE OLIVEIRA";"";"M";"";"";"1960-10-16";"";"SC";"Florianópolis";"https://www.camara.leg.br/internet/deputado/bandep/68731.jpg";"Superior Incompleto"
"141448";"https://dadosabertos.camara.leg.br/api/v2/deputados/141448";"HOMERO PEREIRA";"53";"54";"HOMERO ALVES PEREIRA";"";"M";"";"";"1955-05-25";"2013-10-20";"SP";"Adamantina";"https://www.camara.leg.br/internet/deputado/bandep/141448.jpg";"Superior Incompleto"
"160974";"https://dadosabertos.camara.leg.br/api/v2/deputados/160974";"HUGO NAPOLEÃO";"45";"54";"HUGO NAPOLEÃO DO REGO NETO";"";"M";"";"";"1943-10-31";"";"";"Portland, OR";"https://www.camara.leg.br/internet/deputado/bandep/160974.jpg";"Superior"
"73935";"https://dadosabertos.camara.leg.br/api/v2/deputados/73935";"HUMBERTO MICHILES";"52";"54";"DARCY HUMBERTO MICHILES";"";"M";"";"";"1952-12-14";"";"SP";"São Paulo";"https://www.camara.leg.br/internet/deputado/bandep/73935.jpg";"Superior Incompleto"
"74662";"https://dadosabertos.camara.leg.br/api/v2/deputados/74662";"HUMBERTO SOUTO";"45";"54";"HUMBERTO GUIMARÃES SOUTO";"";"M";"";"";"1934-06-03";"2025-02-04";"MG";"Montes Claros";"https://www.camara.leg.br/internet/deputado/bandep/74662.jpg";"Superior"
"74780";"https://dadosabertos.camara.leg.br/api/v2/deputados/74780";"IARA BERNARDI";"51";"54";"IARA BERNARDI";"";"F";"";"";"1952-06-02";"";"SP";"Sorocaba";"https://www.camara.leg.br/internet/deputado/bandep/74780.jpg";"Superior"
"173262";"https://dadosabertos.camara.leg.br/api/v2/deputados/173262";"ILÁRIO MARQUES";"54";"54";"JOSÉ ILÁRIO GONÇALVES MARQUES";"";"M";"";"";"1961-01-13";"";"CE";"Quixadá";"https://www.camara.leg.br/internet/deputado/bandep/173262.jpg";"Superior"
"74421";"https://dadosabertos.camara.leg.br/api/v2/deputados/74421";"INOCÊNCIO OLIVEIRA";"45";"54";"INOCÊNCIO GOMES DE OLIVEIRA";"";"M";"";"";"1938-10-21";"";"PE";"Serra Talhada";"https://www.camara.leg.br/internet/deputado/bandep/74421.jpg";"Superior"
"74162";"https://dadosabertos.camara.leg.br/api/v2/deputados/74162";"IRINY LOPES";"52";"54";"IRINY NICOLAU CORRES LOPES";"";"F";"";"";"1956-02-12";"";"MG";"Lavras";"https://www.camara.leg.br/internet/deputado/bandep/74162.jpg";"Ensino Fundamental"
"141453";"https://dadosabertos.camara.leg.br/api/v2/deputados/141453";"ÍRIS DE ARAÚJO";"53";"54";"ÍRIS DE ARAÚJO REZENDE MACHADO";"";"F";"";"";"1943-05-07";"2023-02-21";"MS";"Três Lagoas";"https://www.camara.leg.br/internet/deputado/bandep/141453.jpg";"Superior"
"74152";"https://dadosabertos.camara.leg.br/api/v2/deputados/74152";"ISAIAS SILVESTRE";"52";"54";"ISAIAS SILVESTRE";"";"M";"";"";"1948-03-18";"";"MG";"Belo Horizonte";"https://www.camara.leg.br/internet/deputado/bandep/74152.jpg";"Secundário"
"3151";"https://dadosabertos.camara.leg.br/api/v2/deputados/3151";"JAIRO ATAÍDE";"53";"54";"JAIRO ATAÍDE VIEIRA";"";"M";"";"";"1944-09-18";"";"MG";"Montes Claros";"https://www.camara.leg.br/internet/deputado/bandep/3151.jpg";"Superior"
"141455";"https://dadosabertos.camara.leg.br/api/v2/deputados/141455";"JANETE ROCHA PIETÁ";"53";"54";"JANETE ROCHA PIETÁ";"";"F";"";"";"1946-11-03";"";"RJ";"Rio de Janeiro";"https://www.camara.leg.br/internet/deputado/bandep/141455.jpg";"Superior"
"160675";"https://dadosabertos.camara.leg.br/api/v2/deputados/160675";"JÂNIO NATAL";"54";"54";"JÂNIO NATAL ANDRADE BORGES";"";"M";"";"";"1953-12-25";"";"BA";"Salvador";"https://www.camara.leg.br/internet/deputado/bandep/160675.jpg";"Superior"
"97822";"https://dadosabertos.camara.leg.br/api/v2/deputados/97822";"JAQUELINE RORIZ";"54";"54";"JAQUELINE MARIA RORIZ";"";"F";"";"";"1962-08-18";"";"GO";"Luziânia";"https://www.camara.leg.br/internet/deputado/bandep/97822.jpg";"Superior"
"160671";"https://dadosabertos.camara.leg.br/api/v2/deputados/160671";"JESUS RODRIGUES";"54";"54";"JESUS RODRIGUES ALVES";"";"M";"";"";"1959-04-09";"";"RJ";"Rio de Janeiro";"https://www.camara.leg.br/internet/deputado/bandep/160671.jpg";"Superior"
"160574";"https://dadosabertos.camara.leg.br/api/v2/deputados/160574";"JOÃO ANANIAS";"54";"54";"JOÃO ANANIAS VASCONCÉLOS NETO";"";"M";"";"";"1954-04-23";"";"CE";"Santana do Acaraú";"https://www.camara.leg.br/internet/deputado/bandep/160574.jpg";"Superior"
"141457";"https://dadosabertos.camara.leg.br/api/v2/deputados/141457";"JOÃO BITTAR";"53";"54";"JOÃO BITTAR JÚNIOR";"";"M";"";"";"1963-04-17";"2017-08-21";"MG";"Ituiutaba";"https://www.camara.leg.br/internet/deputado/bandep/141457.jpg";"Superior Incompleto"
"74559";"https://dadosabertos.camara.leg.br/api/v2/deputados/74559";"JOÃO CALDAS";"51";"54";"JOÃO CALDAS DA SILVA";"";"M";"";"";"1960-06-24";"";"AL";"Ibateguara";"https://www.camara.leg.br/internet/deputado/bandep/74559.jpg";"Superior"
"73682";"https://dadosabertos.camara.leg.br/api/v2/deputados/73682";"JOÃO DADO";"51";"54";"JOÃO EDUARDO DADO LEITE DE CARVALHO";"";"M";"";"";"1954-12-16";"";"SP";"São José do Rio Preto";"https://www.camara.leg.br/internet/deputado/bandep/73682.jpg";"Superior"
"74049";"https://dadosabertos.camara.leg.br/api/v2/deputados/74049";"JOÃO LYRA";"52";"54";"JOÃO JOSÉ PEREIRA DE LYRA";"";"M";"";"";"1931-06-17";"2021-08-12";"PE";"Recife";"https://www.camara.leg.br/internet/deputado/bandep/74049.jpg";"Superior"
"74120";"https://dadosabertos.camara.leg.br/api/v2/deputados/74120";"JOÃO MAGALHÃES";"50";"54";"JOÃO LÚCIO MAGALHÃES BIFANO";"";"M";"";"";"1960-02-06";"";"MG";"Matipó";"https://www.camara.leg.br/internet/deputado/bandep/74120.jpg";"Secundário"
"73534";"https://dadosabertos.camara.leg.br/api/v2/deputados/73534";"JOÃO PAULO CUNHA";"50";"54";"JOÃO PAULO CUNHA";"";"M";"";"";"1958-06-06";"";"SP";"Caraguatatuba";"https://www.camara.leg.br/internet/deputado/bandep/73534.jpg";"Superior"
"160549";"https://dadosabertos.camara.leg.br/api/v2/deputados/160549";"JOÃO PAULO LIMA";"54";"54";"JOÃO PAULO LIMA E SILVA";"";"M";"";"";"1952-12-31";"";"PE";"Olinda";"https://www.camara.leg.br/internet/deputado/bandep/160549.jpg";"Superior"
"73874";"https://dadosabertos.camara.leg.br/api/v2/deputados/73874";"JOÃO PIZZOLATTI";"50";"54";"JOÃO ALBERTO PIZZOLATTI JÚNIOR";"";"M";"";"";"1961-10-31";"";"SC";"Blumenau";"https://www.camara.leg.br/internet/deputado/bandep/73874.jpg";"Superior"
"141461";"https://dadosabertos.camara.leg.br/api/v2/deputados/141461";"JOAQUIM BELTRÃO";"53";"54";"JOAQUIM BELTRÃO SIQUEIRA";"";"M";"";"";"1957-10-25";"";"AL";"Maceió";"https://www.camara.leg.br/internet/deputado/bandep/141461.jpg";"Superior"
"74686";"https://dadosabertos.camara.leg.br/api/v2/deputados/74686";"JORGE BITTAR";"51";"54";"JORGE RICARDO BITTAR";"";"M";"";"";"1948-10-25";"";"SP";"Santos";"https://www.camara.leg.br/internet/deputado/bandep/74686.jpg";"Superior"
"73569";"https://dadosabertos.camara.leg.br/api/v2/deputados/73569";"JORGE PINHEIRO";"51";"54";"JORGE DOS REIS PINHEIRO";"";"M";"";"";"1966-10-12";"";"MG";"Juiz de Fora";"https://www.camara.leg.br/internet/deputado/bandep/73569.jpg";"Secundário"
"73536";"https://dadosabertos.camara.leg.br/api/v2/deputados/73536";"JOSÉ ANÍBAL";"49";"54";"JOSÉ ANÍBAL PERES DE PONTES";"";"M";"";"";"1947-08-09";"";"RO";"Guajará-Mirim";"https://www.camara.leg.br/internet/deputado/bandep/73536.jpg";"Superior"
"160661";"https://dadosabertos.camara.leg.br/api/v2/deputados/160661";"JOSÉ AUGUSTO MAIA";"54";"54";"JOSÉ AUGUSTO MAIA";"";"M";"";"";"1956-01-20";"";"PE";"Santa Cruz do Capibaribe";"https://www.camara.leg.br/internet/deputado/bandep/160661.jpg";"Ensino Médio"
"73875";"https://dadosabertos.camara.leg.br/api/v2/deputados/73875";"JOSÉ CARLOS VIEIRA";"50";"54";"JOSÉ CARLOS VIEIRA";"";"M";"";"";"1953-05-27";"";"SC";"Joinville";"https://www.camara.leg.br/internet/deputado/bandep/73875.jpg";"Superior"
"74423";"https://dadosabertos.camara.leg.br/api/v2/deputados/74423";"JOSÉ CHAVES";"50";"54";"JOSÉ SEVERIANO CHAVES";"";"M";"";"";"1942-06-08";"";"PE";"Recife";"https://www.camara.leg.br/internet/deputado/bandep/74423.jpg";"Superior"
"160560";"https://dadosabertos.camara.leg.br/api/v2/deputados/160560";"JOSÉ DE FILIPPI";"54";"54";"JOSÉ DE FILIPPI JÚNIOR";"";"M";"";"";"1957-06-02";"";"SP";"Espírito Santo do Pinhal";"https://www.camara.leg.br/internet/deputado/bandep/160560.jpg";"Superior"
"73540";"https://dadosabertos.camara.leg.br/api/v2/deputados/73540";"JOSÉ GENOÍNO";"47";"54";"JOSÉ GENOÍNO NETO";"";"M";"";"";"1946-05-03";"";"CE";"Quixeramobim";"https://www.camara.leg.br/internet/deputado/bandep/73540.jpg";"Superior Incompleto"
"160396";"https://dadosabertos.camara.leg.br/api/v2/deputados/160396";"JOSÉ HUMBERTO";"53";"54";"JOSÉ HUMBERTO SOARES";"";"M";"http://www.facebook.com/deputadojosehumberto";"";"1960-10-29";"";"MG";"Patos de Minas";"https://www.camara.leg.br/internet/deputado/bandep/160396.jpg";"Superior"
"74297";"https://dadosabertos.camara.leg.br/api/v2/deputados/74297";"JOSÉ LINHARES";"49";"54";"JOSÉ LINHARES PONTE";"";"M";"";"";"1930-10-21";"2025-01-08";"CE";"Sobral";"https://www.camara.leg.br/internet/deputado/bandep/74297.jpg";"Superior"
"4929";"https://dadosabertos.camara.leg.br/api/v2/deputados/4929";"JOSEPH BANDEIRA";"53";"54";"JOSEPH WALLACE FARIA BANDEIRA";"";"M";"";"";"1949-11-06";"";"BA";"Juazeiro";"https://www.camara.leg.br/internet/deputado/bandep/4929.jpg";"Superior"
"160519";"https://dadosabertos.camara.leg.br/api/v2/deputados/160519";"JÚLIO CAMPOS";"46";"54";"JÚLIO JOSÉ DE CAMPOS";"";"M";"";"";"1946-12-11";"";"MT";"Várzea Grande";"https://www.camara.leg.br/internet/deputado/bandep/160519.jpg";"Superior"
"74783";"https://dadosabertos.camara.leg.br/api/v2/deputados/74783";"JULIO SEMEGHINI";"51";"54";"JULIO FRANCISCO SEMEGHINI NETO";"";"M";"";"";"1956-07-25";"";"SP";"Fernandópolis";"https://www.camara.leg.br/internet/deputado/bandep/74783.jpg";"Superior"
"160648";"https://dadosabertos.camara.leg.br/api/v2/deputados/160648";"JÚNIOR COIMBRA";"54";"54";"RAIMUNDO COIMBRA JÚNIOR";"";"M";"";"";"1965-03-28";"2018-04-26";"TO";"Filadélfia";"https://www.camara.leg.br/internet/deputado/bandep/160648.jpg";"Superior"
"74742";"https://dadosabertos.camara.leg.br/api/v2/deputados/74742";"LAEL VARELLA";"48";"54";"LAEL VIEIRA VARELLA";"";"M";"";"";"1939-02-19";"";"MG";"Muriaé";"https://www.camara.leg.br/internet/deputado/bandep/74742.jpg";"Secundário"
"141479";"https://dadosabertos.camara.leg.br/api/v2/deputados/141479";"LAUREZ MOREIRA";"53";"54";"LAUREZ DA ROCHA MOREIRA";"";"M";"http://www.twitter.com/laurezmoreira";"";"1957-07-03";"";"TO";"Duerê";"https://www.camara.leg.br/internet/deputado/bandep/141479.jpg";"Superior"
"74367";"https://dadosabertos.camara.leg.br/api/v2/deputados/74367";"LEANDRO VILELA";"52";"54";"LEANDRO VILELA VELLOSO";"";"M";"";"";"1975-11-07";"";"GO";"Jataí";"https://www.camara.leg.br/internet/deputado/bandep/74367.jpg";"Superior Incompleto"
